PhysicalObject,2/23/2015,CC0,,http://vertnet.org/resources/norms.html,University of Washington Burke Museum. UWBM Ornithology Collection. Record ID: urn:catalog:UWBM:Bird:36728. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),http://portal.vertnet.org/o/uwbm/bird?id=urn-catalog-uwbm-bird-36728,urn:lsid:biocol.org:col:34878,urn:lsid:biocol.org:col:34966,,UWBM,Bird,,PreservedSpecimen,,,,urn:catalog:UWBM:Bird:36728,36728,,Stellula calliope,,,,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Stellula,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Stellula,,calliope,,species,,,Calliope Hummingbird,ICZN,,,,,,,1,female,unknown,,,,present,skeleton | wing,,,,,,,Molt: none,,,,,,,,,,,7/3/1981,,184,184,1981,7,3,3-Jul-81,,,,,,United States of America | Washington | Chelan |  |  | WASHINGTON: Chelan County; Cashmere,,,,,,,,,,,47.5223465,-120.4698024,WGS84,1453,,,,,,,,,,,VertNet Georeferencing Guidelines,,requires verification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,female,,University of Washington Burke Museum. UWBM Ornithology Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),830fd460-f762-11e1-a439-00145eb45e9a,06fcbbf0-0562-11d8-b851-b8a03c50a862,G. Shelton,rfaucett@uw.edu,Rob Faucett,2/24/2015,8/10/2016,2/18/2015,0,0,0,0,,specimen,0
PhysicalObject,2/23/2015,CC0,,http://vertnet.org/resources/norms.html,University of Washington Burke Museum. UWBM Ornithology Collection. Record ID: urn:catalog:UWBM:Bird:51393. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),http://portal.vertnet.org/o/uwbm/bird?id=urn-catalog-uwbm-bird-51393,urn:lsid:biocol.org:col:34878,urn:lsid:biocol.org:col:34966,,UWBM,Bird,,PreservedSpecimen,,,,urn:catalog:UWBM:Bird:51393,51393,,Stellula calliope,,,,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Stellula,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Stellula,,calliope,,species,,,Calliope Hummingbird,ICZN,,,,,,,1,male,unknown,,,,present,round skin | wing,,,,,,,Molt: none,,,,,,,,,,,6/5/1987,,156,156,1987,6,5,5-Jun-87,,,,,,"United States of America | Washington | Okanogan |  |  | WASHINGTON: Okanogan County; Mazama, 4.5 mi N, 5.5 mi W; 2550 ft; open field with patches of shrubs and fairly large Douglas-firs",,,2550 ft,,,,,,,,48.6572111,-120.5239733,WGS84,1823,,,,,,,,,,,VertNet Georeferencing Guidelines,,requires verification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,male,,University of Washington Burke Museum. UWBM Ornithology Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),830fd460-f762-11e1-a439-00145eb45e9a,06fcbbf0-0562-11d8-b851-b8a03c50a862,"C. S. Wood, C. D. Spaw",rfaucett@uw.edu,Rob Faucett,2/24/2015,8/10/2016,2/18/2015,0,0,0,0,,specimen,0
PhysicalObject,2/23/2015,CC0,,http://vertnet.org/resources/norms.html,University of Washington Burke Museum. UWBM Ornithology Collection. Record ID: urn:catalog:UWBM:Bird:64438. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),http://portal.vertnet.org/o/uwbm/bird?id=urn-catalog-uwbm-bird-64438,urn:lsid:biocol.org:col:34878,urn:lsid:biocol.org:col:34966,,UWBM,Bird,,PreservedSpecimen,,,,urn:catalog:UWBM:Bird:64438,64438,,Stellula calliope,,,,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Stellula,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Stellula,,calliope,,species,,,Calliope Hummingbird,ICZN,,,,,,,1,male,unknown,,,,present,round/wing | tissue,,,,,,,Molt: none; Misc: wingspan 104 mm; shot 6:20 pm,,,,,,,,,,,6/25/1999,,176,176,1999,6,25,25-Jun-99,,,,,,"United States of America | Oregon | Klamath |  |  | OREGON: Klamath County; Chiloquin, 12.5 mi N, 10 mi W; NFD 540; 42°47'N 122°05'W; 4900 ft; clearcut in forest with currents (Ribes) and mostly pine regeneration, 1-3 m tall",,,4900 ft,,,,,,,,42.7833333,-122.0833333,WGS84,2414,,,4247  N,12205  W,,,,,,,VertNet Georeferencing Guidelines,,requires verification,degrees minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,male,,University of Washington Burke Museum. UWBM Ornithology Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),830fd460-f762-11e1-a439-00145eb45e9a,06fcbbf0-0562-11d8-b851-b8a03c50a862,L. K. Butler,rfaucett@uw.edu,Rob Faucett,2/24/2015,8/10/2016,2/18/2015,0,1,0,0,,specimen,0
PhysicalObject,2/23/2015,CC0,,http://vertnet.org/resources/norms.html,University of Washington Burke Museum. UWBM Ornithology Collection. Record ID: urn:catalog:UWBM:Bird:74548. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),http://portal.vertnet.org/o/uwbm/bird?id=urn-catalog-uwbm-bird-74548,urn:lsid:biocol.org:col:34878,urn:lsid:biocol.org:col:34966,,UWBM,Bird,,PreservedSpecimen,,,,urn:catalog:UWBM:Bird:74548,74548,,Stellula calliope,,,,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Stellula,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Stellula,,calliope,,species,,,Calliope Hummingbird,ICZN,,,,,,,1,male,unknown,,,,present,round/wing | tissue,,,,,,,"Molt: none on wing, tail, or body; irides dark brown, tarsi and toes purple, bill black with light pink below",,,,,,,,,,,5/27/2001,,147,147,2001,5,27,27-May-01,,,,,,"United States of America | Washington | Kittitas |  |  | WASHINGTON: Kittitas County; Wenatchee, ca 15 mi SSE; south fork Tarpiscan Creek; in willow on open slope",,,,,,,,,,,47.2228619,-120.1879167,WGS84,8320,,,,,,,,,,,VertNet Georeferencing Guidelines,,requires verification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,male,,University of Washington Burke Museum. UWBM Ornithology Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),830fd460-f762-11e1-a439-00145eb45e9a,06fcbbf0-0562-11d8-b851-b8a03c50a862,,rfaucett@uw.edu,Rob Faucett,2/24/2015,8/10/2016,2/18/2015,0,1,0,0,,specimen,0
PhysicalObject,2/23/2015,CC0,,http://vertnet.org/resources/norms.html,University of Washington Burke Museum. UWBM Ornithology Collection. Record ID: urn:catalog:UWBM:Bird:79742. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),http://portal.vertnet.org/o/uwbm/bird?id=urn-catalog-uwbm-bird-79742,urn:lsid:biocol.org:col:34878,urn:lsid:biocol.org:col:34966,,UWBM,Bird,,PreservedSpecimen,,,,urn:catalog:UWBM:Bird:79742,79742,,Stellula calliope,,,,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Stellula,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Stellula,,calliope,,species,,,Calliope Hummingbird,ICZN,,,,,,,1,male,unknown,,,,present,round/wing | tissue,,,,,,,"Misc: wingspan 103 mm; iris brown, maxilla black, mandible pink with black tip, tarsi gray-black",,,,,,,,,,,6/10/2001,,161,161,2001,6,10,10-Jun-01,,,,,,"United States of America | Washington | Chelan |  |  | WASHINGTON: Chelan County; Cashmere, 5 mi N, 4 mi E; 47°35.40'N 120°23.22'W; grassy mid-slope, very few scattered Douglas fir and ponderosa pine",,,,,,,,,,,47.59,-120.387,WGS84,1454,,,473540N,1202322W,,,,,,,VertNet Georeferencing Guidelines,,requires verification,"georeferenced given lat/long, not english text description; added 1000 meters to coordinate uncertainty because original datum unknown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,male,,University of Washington Burke Museum. UWBM Ornithology Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),830fd460-f762-11e1-a439-00145eb45e9a,06fcbbf0-0562-11d8-b851-b8a03c50a862,J. M. Luginbuhl,rfaucett@uw.edu,Rob Faucett,2/24/2015,8/10/2016,2/18/2015,0,1,0,0,,specimen,0
PhysicalObject,2/23/2015,CC0,,http://vertnet.org/resources/norms.html,University of Washington Burke Museum. UWBM Ornithology Collection. Record ID: urn:catalog:UWBM:Bird:87366. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),http://portal.vertnet.org/o/uwbm/bird?id=urn-catalog-uwbm-bird-87366,urn:lsid:biocol.org:col:34878,urn:lsid:biocol.org:col:34966,,UWBM,Bird,,PreservedSpecimen,,,,urn:catalog:UWBM:Bird:87366,87366,,Stellula calliope,,,,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Stellula,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Stellula,,calliope,,species,,,Calliope Hummingbird,ICZN,,,,,,,1,male,unknown,,,,present,round/wing | tissue,,,,,,,"Molt: none; Misc: wingspan 103 mm; shot 1:30 pm; iris dark brown, maxilla black, mandible pinkish, tarsi and toes purplish",,,,,,,,,,,5/27/2001,,147,147,2001,5,27,27-May-01,,,,,,"United States of America | Washington | Kittitas |  |  | WASHINGTON: Kittitas County; Wenatchee, 17 mi SSE; 47°12'N 120°10.4'W; 1000 m; willow drainage in coniferous forest",,,1000 m,,,,,,,,47.2,-120.174,WGS84,1455,,,4712  N,120104 W,,,,,,,VertNet Georeferencing Guidelines,,requires verification,"georeferenced given lat/long, not english text description; added 1000 meters to coordinate uncertainty because original datum unknown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,male,,University of Washington Burke Museum. UWBM Ornithology Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),830fd460-f762-11e1-a439-00145eb45e9a,06fcbbf0-0562-11d8-b851-b8a03c50a862,R. C. Faucett,rfaucett@uw.edu,Rob Faucett,2/24/2015,8/10/2016,2/18/2015,0,1,0,0,,specimen,0
PhysicalObject,2/23/2015,CC0,,http://vertnet.org/resources/norms.html,University of Washington Burke Museum. UWBM Ornithology Collection. Record ID: urn:catalog:UWBM:Bird:87737. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),http://portal.vertnet.org/o/uwbm/bird?id=urn-catalog-uwbm-bird-87737,urn:lsid:biocol.org:col:34878,urn:lsid:biocol.org:col:34966,,UWBM,Bird,,PreservedSpecimen,,,,urn:catalog:UWBM:Bird:87737,87737,,Stellula calliope,,,,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Stellula,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Stellula,,calliope,,species,,,Calliope Hummingbird,ICZN,,,,,,,1,male,unknown,,,,present,wing,,,,,,,"Molt: none on body, none in wings or tail",,,,,,,,,,,5/11/1990,,131,131,1990,5,11,11-May-90,,,,,,"United States of America | Washington | Clallam |  |  | WASHINGTON: Clallam County; Gardiner, 3 mi N; Diamond Point",,,,,,,,,,,48.0936131,-122.9185684,WGS84,434,,,,,,,,,,,VertNet Georeferencing Guidelines,,requires verification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,male,,University of Washington Burke Museum. UWBM Ornithology Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),830fd460-f762-11e1-a439-00145eb45e9a,06fcbbf0-0562-11d8-b851-b8a03c50a862,E. Kridler,rfaucett@uw.edu,Rob Faucett,2/24/2015,8/10/2016,2/18/2015,0,0,0,0,,specimen,0
PhysicalObject,2/23/2015,CC0,,http://vertnet.org/resources/norms.html,University of Washington Burke Museum. UWBM Ornithology Collection. Record ID: urn:catalog:UWBM:Bird:64439. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),http://portal.vertnet.org/o/uwbm/bird?id=urn-catalog-uwbm-bird-64439,urn:lsid:biocol.org:col:34878,urn:lsid:biocol.org:col:34966,,UWBM,Bird,,PreservedSpecimen,,,,urn:catalog:UWBM:Bird:64439,64439,,Stellula calliope,,,,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Stellula,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Stellula,,calliope,,species,,,Calliope Hummingbird,ICZN,,,,,,,1,male,unknown,,,,present,round/wing | tissue,,,,,,,Molt: none; Misc: wingspan 102 mm,,,,,,,,,,,6/25/1999,,176,176,1999,6,25,25-Jun-99,,,,,,"United States of America | Oregon | Klamath |  |  | OREGON: Klamath County; Chiloquin, 12.5 mi N, 10 mi W; NFD 540; 42°47'N 122°05'W; 4900 ft; clearcut in forest with currents (Ribes) and mostly pine regeneration, 1-3 m tall",,,4900 ft,,,,,,,,42.7833333,-122.0833333,WGS84,2414,,,4247  N,12205  W,,,,,,,VertNet Georeferencing Guidelines,,requires verification,degrees minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,male,,University of Washington Burke Museum. UWBM Ornithology Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),830fd460-f762-11e1-a439-00145eb45e9a,06fcbbf0-0562-11d8-b851-b8a03c50a862,L. K. Butler,rfaucett@uw.edu,Rob Faucett,2/24/2015,8/10/2016,2/18/2015,0,1,0,0,,specimen,0
PhysicalObject,2/23/2015,CC0,,http://vertnet.org/resources/norms.html,University of Washington Burke Museum. UWBM Ornithology Collection. Record ID: urn:catalog:UWBM:Bird:64962. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),http://portal.vertnet.org/o/uwbm/bird?id=urn-catalog-uwbm-bird-64962,urn:lsid:biocol.org:col:34878,urn:lsid:biocol.org:col:34966,,UWBM,Bird,,PreservedSpecimen,,,,urn:catalog:UWBM:Bird:64962,64962,,Stellula calliope,,,,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Stellula,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Stellula,,calliope,,species,,,Calliope Hummingbird,ICZN,,,,,,,1,female,unknown,,,,present,round skin | wing,,,,,,,"Molt: none in wings, tail or body; Misc: skin dry, many feathers lost in prep",,,,,,,,,,,5/14/1989,,134,134,1989,5,14,14-May-89,,,,,,"United States of America | Washington | Kittitas |  |  | WASHINGTON: Kittitas County; Cle Elum, 9 mi E; Hidden Valley",,,,,,,,,,,47.1953976,-120.7481137,WGS84,13250,,,,,,,,,,,VertNet Georeferencing Guidelines,,requires verification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,female,,University of Washington Burke Museum. UWBM Ornithology Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),830fd460-f762-11e1-a439-00145eb45e9a,06fcbbf0-0562-11d8-b851-b8a03c50a862,D. R. Paulson,rfaucett@uw.edu,Rob Faucett,2/24/2015,8/10/2016,2/18/2015,0,0,0,0,,specimen,0
PhysicalObject,2/23/2015,CC0,,http://vertnet.org/resources/norms.html,University of Washington Burke Museum. UWBM Ornithology Collection. Record ID: urn:catalog:UWBM:Bird:74549. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),http://portal.vertnet.org/o/uwbm/bird?id=urn-catalog-uwbm-bird-74549,urn:lsid:biocol.org:col:34878,urn:lsid:biocol.org:col:34966,,UWBM,Bird,,PreservedSpecimen,,,,urn:catalog:UWBM:Bird:74549,74549,,Stellula calliope,,,,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Stellula,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Stellula,,calliope,,species,,,Calliope Hummingbird,ICZN,,,,,,,1,male,unknown,,,,present,round/wing | tissue,,,,,,,"Molt: none on wing, tail, or body; maxilla dark brown, mandible reddish, tarsi and toes purple, irides dark brown",,,,,,,,,,,5/27/2001,,147,147,2001,5,27,27-May-01,,,,,,"United States of America | Washington | Kittitas |  |  | WASHINGTON: Kittitas County; Wenatchee, ca 15 mi SSE; south fork Tarpiscan Creek; by stream in willow with conifers",,,,,,,,,,,47.2228619,-120.1879167,WGS84,8320,,,,,,,,,,,VertNet Georeferencing Guidelines,,requires verification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,male,,University of Washington Burke Museum. UWBM Ornithology Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),830fd460-f762-11e1-a439-00145eb45e9a,06fcbbf0-0562-11d8-b851-b8a03c50a862,,rfaucett@uw.edu,Rob Faucett,2/24/2015,8/10/2016,2/18/2015,0,1,0,0,,specimen,0
PhysicalObject,2/23/2015,CC0,,http://vertnet.org/resources/norms.html,University of Washington Burke Museum. UWBM Ornithology Collection. Record ID: urn:catalog:UWBM:Bird:79285. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),http://portal.vertnet.org/o/uwbm/bird?id=urn-catalog-uwbm-bird-79285,urn:lsid:biocol.org:col:34878,urn:lsid:biocol.org:col:34966,,UWBM,Bird,,PreservedSpecimen,,,,urn:catalog:UWBM:Bird:79285,79285,,Stellula calliope,,,,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Stellula,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Stellula,,calliope,,species,,,Calliope Hummingbird,ICZN,,,,,,,1,male,unknown,,,,present,round/wing | tissue,,,,,,,"Molt: none; Misc: wingspan 95 mm, bursa confirmed by C. E. Filardi",,,,,,,,,,,6/2/1999,,153,153,1999,6,2,2-Jun-99,,,,,,"United States of America | Washington | Okanogan |  |  | WASHINGTON: Okanogan County; Loomis, 8.5 mi S, 2.5 mi W; Sinlahekin Wildlife Area, along Sinlahekin Creek; 48°42'N 119°42'W; 450 m; grassy, shrubby hillside with antelope bushe",,,450 m,,,,,,,,48.7,-119.7,WGS84,14656,,,4842  N,11942  W,,,,,,,VertNet Georeferencing Guidelines,,requires verification,"georeferenced given lat/long, not english text description; added 1000 meters to coordinate uncertainty because original datum unknown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,male,,University of Washington Burke Museum. UWBM Ornithology Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),830fd460-f762-11e1-a439-00145eb45e9a,06fcbbf0-0562-11d8-b851-b8a03c50a862,C. S. Wood,rfaucett@uw.edu,Rob Faucett,2/24/2015,8/10/2016,2/18/2015,0,1,0,0,,specimen,0
PhysicalObject,2/23/2015,CC0,,http://vertnet.org/resources/norms.html,University of Washington Burke Museum. UWBM Ornithology Collection. Record ID: urn:catalog:UWBM:Bird:79743. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),http://portal.vertnet.org/o/uwbm/bird?id=urn-catalog-uwbm-bird-79743,urn:lsid:biocol.org:col:34878,urn:lsid:biocol.org:col:34966,,UWBM,Bird,,PreservedSpecimen,,,,urn:catalog:UWBM:Bird:79743,79743,,Stellula calliope,,,,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Stellula,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Stellula,,calliope,,species,,,Calliope Hummingbird,ICZN,,,,,,,1,male,unknown,,,,present,round/wing | tissue,,,,,,,Molt: none; Misc: wingspan 101 mm,,,,,,,,,,,6/9/2001,,160,160,2001,6,9,9-Jun-01,,,,,,"United States of America | Washington | Chelan |  |  | WASHINGTON: Chelan County; Wenatchee, 14 km N, 0.8 km E; Swakane Wildlife Area; 300 m; open Douglas fir, ponderosa pine",,,300 m,,,,,,,,47.5493815,-120.2997469,WGS84,10430,,,,,,,,,,,VertNet Georeferencing Guidelines,,requires verification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,male,,University of Washington Burke Museum. UWBM Ornithology Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),830fd460-f762-11e1-a439-00145eb45e9a,06fcbbf0-0562-11d8-b851-b8a03c50a862,J. M. Luginbuhl,rfaucett@uw.edu,Rob Faucett,2/24/2015,8/10/2016,2/18/2015,0,1,0,0,,specimen,0
PhysicalObject,10:30.0,http://arctosdb.org/home/data/,,http://www.vertnet.org/resources/norms.html,University of Wyoming Museum of Vertebrates. UWYMV Bird Collection (Arctos). Record ID: http://arctos.database.museum/guid/UWYMV:Bird:2430?seid=1901675. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwymv_bird (source published on 2019-07-01),http://arctos.database.museum/guid/UWYMV:Bird:2430,,,,UWYMV,Bird specimens,,PreservedSpecimen,,,sex=female,http://arctos.database.museum/guid/UWYMV:Bird:2430?seid=1901675,UWYMV:Bird:2430,,Stellula calliope,,,,,Animalia; Chordata; Aves; Caprimulgiformes; Trochilidae; Trochilinae;,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Stellula,,calliope,,species,,,,ICZN,,,,,,,1,female,,,,,,"skin; wing, spread (dry)",,,,,,preparator number=33,,http://arctos.database.museum/guid/UWYMV:Bird:2430,,,,,<i>Stellula calliope</i> (accepted ID) identified by James M. Maley on 2012-12-05; method: expert,,,,,6/1/1985,1985-06-01/1985-06-15,152,152,1985,6,1,6/10/1985,,,,,,Story,,,,,,,,,James M. Maley,,44.57472,-106.88611,not recorded,6050,,,,,,,,,James M. Maley,12/5/2012,GeoLocate,GeoLocate,unverified,,,,,,,,,,,,,,,,,,,,,A,,James M. Maley,12/5/2012,,expert,,,,,,female,,University of Wyoming Museum of Vertebrates. UWYMV Bird Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwymv_bird (source published on 2019-07-01),abcaccad-9e01-4b2a-b493-32531cbed32a,50576fe5-7883-495d-9089-b5dcf5e56098,Collector(s): Roger Wilson; Preparator(s): B. L. Conley,mcarling@uwyo.edu,Matthew Carling,7/1/2019,7/10/2019,no migrator,0,0,0,0,0,specimen,0
PhysicalObject,10:30.0,http://arctosdb.org/home/data/,,http://www.vertnet.org/resources/norms.html,University of Wyoming Museum of Vertebrates. UWYMV Bird Collection (Arctos). Record ID: http://arctos.database.museum/guid/UWYMV:Bird:2431?seid=1901678. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwymv_bird (source published on 2019-07-01),http://arctos.database.museum/guid/UWYMV:Bird:2431,,,,UWYMV,Bird specimens,,PreservedSpecimen,,,sex=female,http://arctos.database.museum/guid/UWYMV:Bird:2431?seid=1901678,UWYMV:Bird:2431,,Stellula calliope,,,,,Animalia; Chordata; Aves; Caprimulgiformes; Trochilidae; Trochilinae;,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Stellula,,calliope,,species,,,,ICZN,,,,,,,1,female,,,,,,"skin; wing, spread (dry)",,,,,,preparator number=34,,http://arctos.database.museum/guid/UWYMV:Bird:2431,,,,,<i>Stellula calliope</i> (accepted ID) identified by James M. Maley on 2012-12-05; method: expert,,,,,6/1/1985,1985-06-01/1985-06-15,152,152,1985,6,1,6/10/1985,,,,,,Story,,,,,,,,,James M. Maley,,44.57472,-106.88611,not recorded,6050,,,,,,,,,James M. Maley,12/5/2012,GeoLocate,GeoLocate,unverified,,,,,,,,,,,,,,,,,,,,,A,,James M. Maley,12/5/2012,,expert,,,,,,female,,University of Wyoming Museum of Vertebrates. UWYMV Bird Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwymv_bird (source published on 2019-07-01),abcaccad-9e01-4b2a-b493-32531cbed32a,50576fe5-7883-495d-9089-b5dcf5e56098,Collector(s): Roger Wilson; Preparator(s): B. L. Conley,mcarling@uwyo.edu,Matthew Carling,7/1/2019,7/10/2019,no migrator,0,0,0,0,0,specimen,0
PhysicalObject,3/31/2018,https://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,Cleveland Museum of Natural History. CMNH Birds Collection. Record ID: urn:catalog:CMNH:Birds:73035. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cmnh-birds (source published on 2018-04-11),http://portal.vertnet.org/o/cmnh/birds?id=urn-catalog-cmnh-birds-73035,http://grbio.org/cool/daw7-8h44,,,CMNH,Birds,,PreservedSpecimen,,,"{""fat"":""very light"",""gonads"":""TE: L=R, 2x2 mm, white"",""skin measurements"":""WCH: 41 mm; WSP: 100 mm"",""molt"":""none"",""skull ossification"":""05%"",""weight"":""2.6"",""weight units"":""grams"" }",urn:catalog:CMNH:Birds:73035,73035,,Stellula calliope,,,,,| Stellula,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Stellula,,calliope,,species,,,,ICZN,,,,,,2.6,,male,adult,,,,present,skin/wing/stom/song/tissue,,,,,,CLB488,,,,,,,,,,,,6/7/2014,,158,158,2014,6,7,7-Jun-14,,,,,,United States | Oregon | Baker | Wallowa-Whitman National Forest,1430,1430,1430 m,,,,,,,,44.35187,-118.18777,not recorded (forced WGS84),,,,44.35187 Deg N,118.18777 Deg W,,,,,,,,,requires verification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,adult,male,,Cleveland Museum of Natural History. CMNH Birds Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cmnh-birds (source published on 2018-04-11),f93694b5-e994-4c07-a95f-90b14d5cf5e7,9c252ec3-7333-4cf8-a997-5441fcbad8dd,Andrew W. Jones + Benjamin M. Winger,ajones@cmnh.org,Andy Jones,4/11/2018,4/29/2018,1/8/2018,0,1,0,0,0,specimen,0
PhysicalObject,2/23/2015,CC0,,http://vertnet.org/resources/norms.html,University of Washington Burke Museum. UWBM Ornithology Collection. Record ID: urn:catalog:UWBM:Bird:90538. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),http://portal.vertnet.org/o/uwbm/bird?id=urn-catalog-uwbm-bird-90538,urn:lsid:biocol.org:col:34878,urn:lsid:biocol.org:col:34966,,UWBM,Bird,,PreservedSpecimen,,,,urn:catalog:UWBM:Bird:90538,90538,,Stellula calliope,,,,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Stellula,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Stellula,,calliope,,species,,,Calliope Hummingbird,ICZN,,,,,,,1,female,unknown,,,,present,round/wing | tissue,,,,,,,Molt: none; Misc: outer primaries shot; shot 11:40 am,,,,,,,,,,,5/11/2009,,131,131,2009,5,11,11-May-09,,,,,,"United States of America | Washington | Kittitas |  |  | WASHINGTON: Kittitas County; Ellensburg, 1 mi N, 9 mi W; Robinson Canyon; 700-900 m; creek bottom with thick scrub and scattered aspen/maple and large cottonwoods, Douglas fir and ponderosa pine on hi",0,0,700-900 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,female,,University of Washington Burke Museum. UWBM Ornithology Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),830fd460-f762-11e1-a439-00145eb45e9a,06fcbbf0-0562-11d8-b851-b8a03c50a862,C. S. Wood,rfaucett@uw.edu,Rob Faucett,2/24/2015,8/10/2016,2/18/2015,0,1,0,0,,specimen,0
